"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"19","GTD","Misha Goikhberg","10","1:49.575","20:53.562","Green","Track","26.294","50.810","32.471"
"23","GTD","Ian James","10","1:49.551","20:54.125","Green","Track","26.045","50.576","32.930"
"97","GTD","Maxwell Root","10","1:48.706","20:54.252","Green","Track","25.849","50.237","32.620"
"1","GTD","Madison Snow","10","1:48.637","20:55.007","Green","Track","25.727","50.311","32.599"
"88","GTD","Rob Ferriol","10","1:47.962","20:55.362","Green","Track","25.700","50.263","31.999"
"44","GTD","John Potter","10","1:48.164","20:57.435","Green","Track","25.499","50.131","32.534"
"63","GTD","Bret Curtis","10","1:48.234","20:57.945","Green","Track","25.829","50.343","32.062"
"75","GTD","Kenny Habul","10","1:48.238","20:58.131","Green","Track","26.119","50.370","31.749"
"28","GTD","Daniel Morad","10","1:46.773","20:58.473","Green","Track","25.281","49.991","31.501"
"42","GTD","Don Yount","10","1:49.853","21:03.175","Green","Track","25.670","51.194","32.989"
"7","LMP3","Ryan Norman","10","1:44.840","21:03.864","Green","Track","24.867","49.033","30.940"
"64","GTD","Ted Giovanis","10","1:55.449","21:19.364","Green","Track","27.997","53.231","34.221"
"6","LMP3","Moritz Kranz","9","4:26.579","21:33.592","Green","Pit","29.989","0.000","0.000"
"31","DPi","Felipe Nasr","11","1:34.983","21:46.561","Green","Track","22.680","44.645","27.658"
"5","DPi","Loic Duval","11","1:35.011","21:47.365","Green","Track","22.804","44.636","27.571"
"01","DPi","Renger van der Zande","11","1:34.694","21:48.261","Green","Track","22.690","44.345","27.659"
"60","DPi","Dane Cameron","11","1:35.514","21:49.792","Green","Track","23.083","44.740","27.691"
"10","DPi","Filipe Albuquerque","11","1:35.874","21:50.338","Green","Track","23.360","44.693","27.821"
"55","DPi","Oliver Jarvis","11","1:35.270","21:50.689","Green","Track","22.989","44.627","27.654"
"48","DPi","Jimmie Johnson","11","1:35.809","21:52.978","Green","Track","23.052","44.742","28.015"
"52","LMP2","Ben Keating","11","1:37.728","21:59.014","Green","Track","23.376","45.689","28.663"
"47","LMP2","Roberto Lacorte","11","1:39.559","22:02.826","Green","Track","24.020","46.599","28.940"
"20","LMP2","Dennis Andersen","11","1:39.454","22:04.252","Green","Track","23.790","46.528","29.136"
"8","LMP2","John Farano","11","1:39.696","22:05.519","Green","Track","23.965","46.429","29.302"
"51","LMP2","Salih Yoluc","11","1:40.229","22:06.241","Green","Track","24.489","46.878","28.862"
"29","LMP2","Frits Van Eerd","11","1:40.018","22:07.156","Green","Track","23.892","46.652","29.474"
"82","LMP2","Eric Lux","11","1:39.601","22:07.524","Green","Track","23.920","46.381","29.300"
"18","LMP2","Dwight Merriman","11","1:39.602","22:08.286","Green","Track","23.969","46.617","29.016"
"81","LMP2","Rob Hodes","11","1:40.727","22:10.143","Green","Track","24.385","46.630","29.712"
"11","LMP2","Steven Thomas","11","1:40.575","22:11.076","Green","Track","23.921","46.794","29.860"
"3","GTLM","Antonio Garcia","11","1:43.272","22:21.799","Green","Track","24.327","48.270","30.675"
"62","GTLM","Alessandro Pier Guidi","11","1:42.997","22:21.889","Green","Track","24.576","47.997","30.424"
"24","GTLM","John Edwards","11","1:43.684","22:23.394","Green","Track","24.667","48.420","30.597"
"38","LMP3","Rasmus Lindh","11","1:44.599","22:24.524","Green","Track","24.907","48.785","30.907"
"74","LMP3","Gar Robinson","11","1:44.964","22:26.119","Green","Track","24.804","48.801","31.359"
"4","GTLM","Tommy Milner","11","1:49.337","22:26.548","Green","Track","24.365","54.058","30.914"
"54","LMP3","Jonathan Bennett","11","1:46.433","22:32.316","Green","Track","25.439","49.436","31.558"
"12","GTD","Frankie Montecalvo","11","1:46.555","22:33.000","Green","Track","25.350","49.712","31.493"
"14","GTD","Aaron Telitz","11","1:46.683","22:34.341","Green","Track","25.118","49.872","31.693"
"96","GTD","Robby Foley","11","1:46.727","22:35.160","Green","Track","25.337","49.783","31.607"
"111","GTD","Rolf Ineichen","11","1:46.586","22:35.529","Green","Track","25.216","49.811","31.559"
"21","GTD","Matteo Cressoni","11","1:47.780","22:39.210","Green","Track","25.916","49.509","32.355"
"16","GTD","Jan Heylen","11","1:48.022","22:39.227","Green","Track","25.414","49.771","32.837"
"91","LMP3","Jim Cox","11","1:49.240","22:39.230","Green","Track","25.769","49.506","33.965"
"9","GTD","Zacharie Robichon","11","1:48.000","22:39.359","Green","Track","25.660","49.691","32.649"
"25","GTLM","Bruno Spengler","11","1:46.416","22:39.475","Green","Track","25.366","48.858","32.192"
"33","LMP3","Lance Willsey","11","1:48.003","22:40.225","Green","Track","26.013","50.457","31.533"
"57","GTD","Russell Ward","11","1:48.398","22:41.526","Green","Track","26.054","50.334","32.010"
"19","GTD","Misha Goikhberg","11","1:48.493","22:42.055","Green","Track","26.172","50.276","32.045"
"23","GTD","Ian James","11","1:48.213","22:42.338","Green","Track","26.045","50.185","31.983"
"97","GTD","Maxwell Root","11","1:48.190","22:42.442","Green","Track","26.351","50.016","31.823"
"1","GTD","Madison Snow","11","1:48.139","22:43.146","Green","Track","25.758","50.358","32.023"
"88","GTD","Rob Ferriol","11","1:48.485","22:43.847","Green","Track","25.868","50.488","32.129"
"44","GTD","John Potter","11","1:47.838","22:45.273","Green","Track","25.460","50.140","32.238"
"63","GTD","Bret Curtis","11","1:48.526","22:46.471","Green","Track","25.877","50.461","32.188"
"28","GTD","Daniel Morad","11","1:48.174","22:46.647","Green","Track","25.947","50.590","31.637"
"75","GTD","Kenny Habul","11","1:49.342","22:47.473","Green","Track","26.117","51.388","31.837"
"42","GTD","Don Yount","11","1:51.562","22:54.737","Green","Track","25.999","52.683","32.880"
"64","GTD","Ted Giovanis","11","1:55.417","23:14.781","Green","Track","27.859","52.988","34.570"
"31","DPi","Felipe Nasr","12","1:35.031","23:21.592","Green","Track","22.639","44.693","27.699"
"5","DPi","Loic Duval","12","1:35.104","23:22.469","Green","Track","22.868","44.622","27.614"
"01","DPi","Renger van der Zande","12","1:34.798","23:23.059","Green","Track","22.859","44.373","27.566"
"60","DPi","Dane Cameron","12","1:35.524","23:25.316","Green","Track","22.942","44.794","27.788"
"10","DPi","Filipe Albuquerque","12","1:35.386","23:25.724","Green","Track","23.008","44.747","27.631"
"55","DPi","Oliver Jarvis","12","1:36.051","23:26.740","Green","Track","23.339","44.898","27.814"
"48","DPi","Jimmie Johnson","12","1:36.044","23:29.022","Green","Track","23.102","44.883","28.059"
"52","LMP2","Ben Keating","12","1:37.848","23:36.862","Green","Track","23.364","45.832","28.652"
"47","LMP2","Roberto Lacorte","12","1:39.302","23:42.128","Green","Track","24.133","46.433","28.736"
"20","LMP2","Dennis Andersen","12","1:39.242","23:43.494","Green","Track","23.777","46.421","29.044"
"8","LMP2","John Farano","12","1:40.127","23:45.646","Green","Track","24.083","46.564","29.480"
"29","LMP2","Frits Van Eerd","12","1:41.211","23:48.367","Green","Track","25.166","46.698","29.347"
"18","LMP2","Dwight Merriman","12","1:40.776","23:49.062","Green","Track","24.896","46.731","29.149"
"82","LMP2","Eric Lux","12","1:44.053","23:51.577","Green","Track","27.568","46.876","29.609"
"81","LMP2","Rob Hodes","12","1:42.369","23:52.512","Green","Track","24.963","47.606","29.800"
"11","LMP2","Steven Thomas","12","1:42.150","23:53.226","Green","Track","25.233","47.447","29.470"
"3","GTLM","Antonio Garcia","12","1:43.541","24:05.340","Green","Track","24.633","48.187","30.721"
"62","GTLM","Alessandro Pier Guidi","12","1:43.871","24:05.760","Green","Track","25.511","47.934","30.426"
"24","GTLM","John Edwards","12","1:44.095","24:07.489","Green","Track","25.169","48.435","30.491"
"38","LMP3","Rasmus Lindh","12","1:45.283","24:09.807","Green","Track","25.454","48.658","31.171"
"4","GTLM","Tommy Milner","12","1:43.497","24:10.045","Green","Track","25.127","48.093","30.277"
"74","LMP3","Gar Robinson","12","1:45.730","24:11.849","Green","Track","25.809","48.782","31.139"
"54","LMP3","Jonathan Bennett","12","1:47.047","24:19.363","Green","Track","25.892","49.450","31.705"
"12","GTD","Frankie Montecalvo","12","1:46.916","24:19.916","Green","Track","25.841","49.576","31.499"
"14","GTD","Aaron Telitz","12","1:46.938","24:21.279","Green","Track","25.399","49.898","31.641"
"96","GTD","Robby Foley","12","1:47.123","24:22.283","Green","Track","25.534","49.905","31.684"
"111","GTD","Rolf Ineichen","12","1:46.914","24:22.443","Green","Track","25.666","49.854","31.394"
"21","GTD","Matteo Cressoni","12","1:45.774","24:24.984","Green","Track","25.050","49.331","31.393"
"16","GTD","Jan Heylen","12","1:47.176","24:26.403","Green","Track","25.864","49.551","31.761"
"51","LMP2","Salih Yoluc","12","2:20.222","24:26.463","Green","Track","62.968","47.739","29.515"
"25","GTLM","Bruno Spengler","12","1:47.453","24:26.928","Green","Track","26.907","49.427","31.119"
"91","LMP3","Jim Cox","12","1:47.838","24:27.068","Green","Track","26.598","49.689","31.551"
"33","LMP3","Lance Willsey","12","1:48.639","24:28.864","Green","Track","26.966","50.111","31.562"
"9","GTD","Zacharie Robichon","12","1:49.599","24:28.958","Green","Track","26.785","50.792","32.022"
"57","GTD","Russell Ward","12","1:48.471","24:29.997","Green","Track","26.114","50.133","32.224"
"19","GTD","Misha Goikhberg","12","1:48.256","24:30.311","Green","Track","26.266","50.109","31.881"
"23","GTD","Ian James","12","1:48.693","24:31.031","Green","Track","26.668","50.313","31.712"
"97","GTD","Maxwell Root","12","1:48.818","24:31.260","Green","Track","27.016","50.220","31.582"
"1","GTD","Madison Snow","12","1:48.977","24:32.123","Green","Track","26.479","50.604","31.894"
"88","GTD","Rob Ferriol","12","1:48.905","24:32.752","Green","Track","26.251","50.596","32.058"
"44","GTD","John Potter","12","1:48.653","24:33.926","Green","Track","26.271","50.164","32.218"
"28","GTD","Daniel Morad","12","1:48.092","24:34.739","Green","Track","26.089","50.364","31.639"
"63","GTD","Bret Curtis","12","1:49.760","24:36.231","Green","Track","26.164","51.446","32.150"
"75","GTD","Kenny Habul","12","1:48.909","24:36.382","Green","Track","25.823","51.224","31.862"
"42","GTD","Don Yount","12","1:50.065","24:44.802","Green","Track","25.888","51.278","32.899"
"31","DPi","Felipe Nasr","13","1:35.499","24:57.091","Green","Track","22.803","44.952","27.744"
"5","DPi","Loic Duval","13","1:35.254","24:57.723","Green","Track","23.000","44.738","27.516"
"01","DPi","Renger van der Zande","13","1:35.277","24:58.336","Green","Track","22.784","44.560","27.933"
"60","DPi","Dane Cameron","13","1:35.538","25:00.854","Green","Track","22.988","44.820","27.730"
"10","DPi","Filipe Albuquerque","13","1:35.650","25:01.374","Green","Track","22.977","44.708","27.965"
"55","DPi","Oliver Jarvis","13","1:35.672","25:02.412","Green","Track","23.042","44.759","27.871"
"48","DPi","Jimmie Johnson","13","1:36.828","25:05.850","Green","Track","23.185","44.914","28.729"
"64","GTD","Ted Giovanis","12","1:54.328","25:09.109","Green","Track","27.451","52.863","34.014"
"52","LMP2","Ben Keating","13","1:37.883","25:14.745","Green","Track","23.366","45.790","28.727"
"47","LMP2","Roberto Lacorte","13","1:39.351","25:21.479","Green","Track","24.200","46.428","28.723"
"20","LMP2","Dennis Andersen","13","1:39.566","25:23.060","Green","Track","23.972","46.582","29.012"
"8","LMP2","John Farano","13","1:40.004","25:25.650","Green","Track","23.865","46.782","29.357"
"29","LMP2","Frits Van Eerd","13","1:39.263","25:27.630","Green","Track","23.615","46.478","29.170"
"18","LMP2","Dwight Merriman","13","1:39.910","25:28.972","Green","Track","24.379","46.528","29.003"
"82","LMP2","Eric Lux","13","1:40.088","25:31.665","Green","Track","24.050","46.461","29.577"
"81","LMP2","Rob Hodes","13","1:40.756","25:33.268","Green","Track","24.494","46.637","29.625"
"11","LMP2","Steven Thomas","13","1:40.809","25:34.035","Green","Track","24.164","47.166","29.479"
"3","GTLM","Antonio Garcia","13","1:43.165","25:48.505","Green","Track","24.423","48.165","30.577"
"62","GTLM","Alessandro Pier Guidi","13","1:42.966","25:48.726","Green","Track","24.570","48.014","30.382"
"24","GTLM","John Edwards","13","1:43.617","25:51.106","Green","Track","24.587","48.444","30.586"
"4","GTLM","Tommy Milner","13","1:43.380","25:53.425","Green","Track","24.825","47.993","30.562"
"38","LMP3","Rasmus Lindh","13","1:44.542","25:54.349","Green","Track","24.522","48.822","31.198"
"74","LMP3","Gar Robinson","13","1:45.530","25:57.379","Green","Track","25.119","49.127","31.284"
"54","LMP3","Jonathan Bennett","13","1:46.771","26:06.134","Green","Track","25.580","49.714","31.477"
"12","GTD","Frankie Montecalvo","13","1:46.712","26:06.628","Green","Track","25.404","49.873","31.435"
"14","GTD","Aaron Telitz","13","1:46.658","26:07.937","Green","Track","24.928","50.018","31.712"
"51","LMP2","Salih Yoluc","13","1:42.362","26:08.825","Green","Track","24.532","48.362","29.468"
"96","GTD","Robby Foley","13","1:46.848","26:09.131","Green","Track","25.292","49.867","31.689"
"111","GTD","Rolf Ineichen","13","1:46.972","26:09.415","Green","Track","25.392","49.817","31.763"
"21","GTD","Matteo Cressoni","13","1:46.332","26:11.316","Green","Track","25.080","49.402","31.850"
"25","GTLM","Bruno Spengler","13","1:44.407","26:11.335","Green","Track","25.069","48.992","30.346"
"16","GTD","Jan Heylen","13","1:46.876","26:13.279","Green","Track","25.389","49.622","31.865"
"91","LMP3","Jim Cox","13","1:47.514","26:14.582","Green","Track","26.593","49.375","31.546"
"33","LMP3","Lance Willsey","13","1:47.209","26:16.073","Green","Track","26.003","49.863","31.343"
"9","GTD","Zacharie Robichon","13","1:48.197","26:17.155","Green","Track","26.268","50.012","31.917"
"57","GTD","Russell Ward","13","1:47.738","26:17.735","Green","Track","25.759","49.909","32.070"
"19","GTD","Misha Goikhberg","13","1:48.029","26:18.340","Green","Track","25.675","50.315","32.039"
"23","GTD","Ian James","13","1:47.358","26:18.389","Green","Track","25.672","50.066","31.620"
"97","GTD","Maxwell Root","13","1:47.522","26:18.782","Green","Track","25.956","49.967","31.599"
"1","GTD","Madison Snow","13","1:47.616","26:19.739","Green","Track","25.335","50.331","31.950"
"88","GTD","Rob Ferriol","13","1:47.704","26:20.456","Green","Track","25.637","50.179","31.888"
"44","GTD","John Potter","13","1:47.286","26:21.212","Green","Track","25.434","49.966","31.886"
"28","GTD","Daniel Morad","13","1:46.635","26:21.374","Green","Track","25.418","49.975","31.242"
"63","GTD","Bret Curtis","13","1:48.308","26:24.539","Green","Track","25.896","50.384","32.028"
"75","GTD","Kenny Habul","13","1:48.368","26:24.750","Green","Track","26.051","50.339","31.978"
"31","DPi","Felipe Nasr","14","1:34.835","26:31.926","Green","Track","22.783","44.602","27.450"
"5","DPi","Loic Duval","14","1:35.359","26:33.082","Green","Track","22.788","44.628","27.943"
"01","DPi","Renger van der Zande","14","1:34.947","26:33.283","Green","Track","22.937","44.515","27.495"
"42","GTD","Don Yount","13","1:49.541","26:34.343","Green","Track","25.833","50.969","32.739"
"60","DPi","Dane Cameron","14","1:35.280","26:36.134","Green","Track","22.899","44.762","27.619"
"10","DPi","Filipe Albuquerque","14","1:35.379","26:36.753","Green","Track","23.049","44.682","27.648"
"55","DPi","Oliver Jarvis","14","1:35.396","26:37.808","Green","Track","23.099","44.677","27.620"
"48","DPi","Jimmie Johnson","14","1:36.987","26:42.837","Green","Track","23.893","45.184","27.910"
"52","LMP2","Ben Keating","14","1:38.357","26:53.102","Green","Track","23.414","46.388","28.555"
"47","LMP2","Roberto Lacorte","14","1:41.072","27:02.551","Green","Track","24.030","46.363","30.679"
"20","LMP2","Dennis Andersen","14","1:39.632","27:02.692","Green","Track","23.881","46.467","29.284"
"64","GTD","Ted Giovanis","13","1:56.126","27:05.235","Green","Track","27.544","52.873","35.709"
"8","LMP2","John Farano","14","1:40.262","27:05.912","Green","Track","24.161","46.716","29.385"
"29","LMP2","Frits Van Eerd","14","1:39.461","27:07.091","Green","Track","23.647","46.390","29.424"
"18","LMP2","Dwight Merriman","14","1:39.925","27:08.897","Green","Track","24.075","46.578","29.272"
"82","LMP2","Eric Lux","14","1:39.590","27:11.255","Green","Track","23.704","46.397","29.489"
"81","LMP2","Rob Hodes","14","1:40.048","27:13.316","Green","Track","24.072","46.291","29.685"
"11","LMP2","Steven Thomas","14","1:40.111","27:14.146","Green","Track","24.026","46.753","29.332"
"3","GTLM","Antonio Garcia","14","1:43.210","27:31.715","Green","Track","24.387","48.179","30.644"
"62","GTLM","Alessandro Pier Guidi","14","1:43.173","27:31.899","Green","Track","24.699","48.072","30.402"
"24","GTLM","John Edwards","14","1:43.755","27:34.861","Green","Track","24.697","48.514","30.544"
"4","GTLM","Tommy Milner","14","1:43.212","27:36.637","Green","Track","24.448","48.217","30.547"
"38","LMP3","Rasmus Lindh","14","1:44.492","27:38.841","Green","Track","24.650","48.846","30.996"
"74","LMP3","Gar Robinson","14","1:45.561","27:42.940","Green","Track","24.872","49.325","31.364"
"51","LMP2","Salih Yoluc","14","1:43.337","27:52.162","Green","Track","25.531","47.949","29.857"
"54","LMP3","Jonathan Bennett","14","1:46.814","27:52.948","Green","Track","25.617","49.650","31.547"
"12","GTD","Frankie Montecalvo","14","1:46.850","27:53.478","Green","Track","25.411","49.939","31.500"
"14","GTD","Aaron Telitz","14","1:46.896","27:54.833","Green","Track","25.250","49.964","31.682"
"25","GTLM","Bruno Spengler","14","1:44.188","27:55.523","Green","Track","24.744","48.997","30.447"
"111","GTD","Rolf Ineichen","14","1:47.819","27:57.234","Green","Track","25.814","49.983","32.022"
"96","GTD","Robby Foley","14","1:48.404","27:57.535","Green","Track","26.289","50.281","31.834"
"21","GTD","Matteo Cressoni","14","1:46.270","27:57.586","Green","Track","25.595","49.436","31.239"
"16","GTD","Jan Heylen","14","1:46.594","27:59.873","Green","Track","25.193","49.686","31.715"
"91","LMP3","Jim Cox","14","1:47.090","28:01.672","Green","Track","25.950","49.852","31.288"
"33","LMP3","Lance Willsey","14","1:46.601","28:02.674","Green","Track","25.557","49.581","31.463"
"9","GTD","Zacharie Robichon","14","1:46.729","28:03.884","Green","Track","25.167","49.700","31.862"
"57","GTD","Russell Ward","14","1:46.977","28:04.712","Green","Track","25.335","49.710","31.932"
"19","GTD","Misha Goikhberg","14","1:47.391","28:05.731","Green","Track","25.423","49.865","32.103"
"23","GTD","Ian James","14","1:47.888","28:06.277","Green","Track","26.054","50.028","31.806"
"97","GTD","Maxwell Root","14","1:47.669","28:06.451","Green","Track","26.008","50.118","31.543"
"1","GTD","Madison Snow","14","1:47.455","28:07.194","Green","Track","25.349","50.010","32.096"
"31","DPi","Felipe Nasr","15","1:35.251","28:07.177","Green","Track","22.750","44.902","27.599"
"5","DPi","Loic Duval","15","1:35.230","28:08.312","Green","Track","22.972","44.672","27.586"
"88","GTD","Rob Ferriol","14","1:48.085","28:08.541","Green","Track","25.656","50.406","32.023"
"28","GTD","Daniel Morad","14","1:47.312","28:08.686","Green","Track","25.706","50.117","31.489"
"44","GTD","John Potter","14","1:48.586","28:09.798","Green","Track","25.433","50.900","32.253"
"01","DPi","Renger van der Zande","15","1:37.302","28:10.585","Green","Track","23.265","44.691","29.346"
"60","DPi","Dane Cameron","15","1:36.103","28:12.237","Green","Track","23.446","44.926","27.731"
"10","DPi","Filipe Albuquerque","15","1:35.795","28:12.548","Green","Track","23.209","44.983","27.603"
"63","GTD","Bret Curtis","14","1:48.696","28:13.235","Green","Track","25.947","50.480","32.269"
"55","DPi","Oliver Jarvis","15","1:35.477","28:13.285","Green","Track","23.230","44.771","27.476"
"75","GTD","Kenny Habul","14","1:48.932","28:13.682","Green","Track","26.166","50.593","32.173"
"48","DPi","Jimmie Johnson","15","1:36.153","28:18.990","Green","Track","23.237","45.082","27.834"
"42","GTD","Don Yount","14","1:50.852","28:25.195","Green","Track","26.614","51.440","32.798"
"52","LMP2","Ben Keating","15","1:37.995","28:31.097","Green","Track","23.656","45.816","28.523"
"47","LMP2","Roberto Lacorte","15","1:39.585","28:42.136","Green","Track","24.370","46.506","28.709"
"20","LMP2","Dennis Andersen","15","1:40.630","28:43.322","Green","Track","24.670","46.763","29.197"
"8","LMP2","John Farano","15","1:41.360","28:47.272","Green","Track","24.743","47.211","29.406"
"29","LMP2","Frits Van Eerd","15","1:40.972","28:48.063","Green","Track","24.269","47.467","29.236"
"18","LMP2","Dwight Merriman","15","1:40.019","28:48.916","Green","Track","24.079","46.675","29.265"
"82","LMP2","Eric Lux","15","1:40.476","28:51.731","Green","Track","24.022","46.907","29.547"
"6","LMP3","Moritz Kranz","10","7:18.611","28:52.203","Green","Track","354.987","51.678","31.946"
"81","LMP2","Rob Hodes","15","1:41.094","28:54.410","Green","Track","24.247","46.811","30.036"
"11","LMP2","Steven Thomas","15","1:43.007","28:57.153","Green","Track","25.997","47.335","29.675"
"64","GTD","Ted Giovanis","14","1:56.601","29:01.836","Green","Track","28.941","53.570","34.090"
"3","GTLM","Antonio Garcia","15","1:43.020","29:14.735","Green","Track","24.314","48.148","30.558"
"62","GTLM","Alessandro Pier Guidi","15","1:43.205","29:15.104","Green","Track","24.761","48.054","30.390"
"24","GTLM","John Edwards","15","1:43.496","29:18.357","Green","Track","24.590","48.373","30.533"
"4","GTLM","Tommy Milner","15","1:43.023","29:19.660","Green","Track","24.498","48.094","30.431"
"38","LMP3","Rasmus Lindh","15","1:44.617","29:23.458","Green","Track","24.740","48.846","31.031"
"74","LMP3","Gar Robinson","15","1:46.001","29:28.941","Green","Track","25.417","49.141","31.443"
"51","LMP2","Salih Yoluc","15","1:40.249","29:32.411","Green","Track","24.170","46.881","29.198"
"54","LMP3","Jonathan Bennett","15","1:46.930","29:39.878","Green","Track","25.616","49.653","31.661"
"25","GTLM","Bruno Spengler","15","1:44.677","29:40.200","Green","Track","24.864","49.085","30.728"
"12","GTD","Frankie Montecalvo","15","1:46.999","29:40.477","Green","Track","25.473","50.014","31.512"
"14","GTD","Aaron Telitz","15","1:46.898","29:41.731","Green","Track","25.074","50.053","31.771"
"111","GTD","Rolf Ineichen","15","1:47.008","29:44.242","Green","Track","25.323","49.973","31.712"
"31","DPi","Felipe Nasr","16","1:37.151","29:44.328","Green","Track","23.341","45.786","28.024"
"21","GTD","Matteo Cressoni","15","1:47.788","29:45.374","Green","Track","25.928","49.881","31.979"
"96","GTD","Robby Foley","15","1:48.133","29:45.668","Green","Track","25.774","50.086","32.273"
"16","GTD","Jan Heylen","15","1:46.450","29:46.323","Green","Track","25.273","49.576","31.601"
"5","DPi","Loic Duval","16","1:38.373","29:46.685","Green","Track","24.255","45.392","28.726"
"01","DPi","Renger van der Zande","16","1:37.846","29:48.431","Green","Track","23.505","45.279","29.062"
"91","LMP3","Jim Cox","15","1:46.904","29:48.576","Green","Track","25.896","49.650","31.358"
"33","LMP3","Lance Willsey","15","1:47.104","29:49.778","Green","Track","25.700","49.992","31.412"
"10","DPi","Filipe Albuquerque","16","1:37.881","29:50.429","Green","Track","23.421","45.812","28.648"
"60","DPi","Dane Cameron","16","1:38.232","29:50.469","Green","Track","23.429","45.631","29.172"
"9","GTD","Zacharie Robichon","15","1:47.080","29:50.964","Green","Track","25.250","49.897","31.933"
"57","GTD","Russell Ward","15","1:47.318","29:52.030","Green","Track","25.334","49.966","32.018"
"55","DPi","Oliver Jarvis","16","1:38.898","29:52.183","Green","Track","23.420","46.623","28.855"
"19","GTD","Misha Goikhberg","15","1:47.337","29:53.068","Green","Track","25.498","49.913","31.926"
"23","GTD","Ian James","15","1:47.906","29:54.183","Green","Track","25.873","50.190","31.843"
"97","GTD","Maxwell Root","15","1:48.141","29:54.592","Green","Track","26.231","50.169","31.741"
"48","DPi","Jimmie Johnson","16","1:37.024","29:56.014","Green","Track","23.310","45.414","28.300"
"88","GTD","Rob Ferriol","15","1:48.382","29:56.923","Green","Track","25.724","50.525","32.133"
"28","GTD","Daniel Morad","15","1:48.392","29:57.078","Green","Track","26.073","50.456","31.863"
"44","GTD","John Potter","15","1:48.883","29:58.681","Green","Track","25.689","50.869","32.325"
"63","GTD","Bret Curtis","15","1:48.870","30:02.105","Green","Track","26.148","50.522","32.200"
"75","GTD","Kenny Habul","15","1:48.708","30:02.390","Green","Track","25.898","50.564","32.246"
"52","LMP2","Ben Keating","16","1:37.668","30:08.765","Green","Track","23.399","45.767","28.502"
"1","GTD","Madison Snow","15","2:01.598","30:08.792","Green","Pit","25.764","50.494","45.340"
"42","GTD","Don Yount","15","1:49.599","30:14.794","Green","Track","25.885","50.894","32.820"
"47","LMP2","Roberto Lacorte","16","1:39.446","30:21.582","Green","Track","24.170","46.474","28.802"
"20","LMP2","Dennis Andersen","16","1:39.510","30:22.832","Green","Track","23.883","46.619","29.008"
"8","LMP2","John Farano","16","1:39.814","30:27.086","Green","Track","24.139","46.555","29.120"
"29","LMP2","Frits Van Eerd","16","1:40.189","30:28.252","Green","Track","23.954","46.724","29.511"
"18","LMP2","Dwight Merriman","16","1:40.293","30:29.209","Green","Track","24.350","46.637","29.306"
"82","LMP2","Eric Lux","16","1:40.040","30:31.771","Green","Track","23.933","46.573","29.534"
"81","LMP2","Rob Hodes","16","1:40.721","30:35.131","Green","Track","24.097","46.893","29.731"
"6","LMP3","Moritz Kranz","11","1:45.489","30:37.692","Green","Track","25.006","49.093","31.390"
"11","LMP2","Steven Thomas","16","1:40.586","30:37.739","Green","Track","24.045","47.046","29.495"
"64","GTD","Ted Giovanis","15","1:55.067","30:56.903","Green","Track","27.982","52.615","34.470"
"3","GTLM","Antonio Garcia","16","1:43.315","30:58.050","Green","Track","24.443","48.281","30.591"
"62","GTLM","Alessandro Pier Guidi","16","1:43.229","30:58.333","Green","Track","24.640","48.158","30.431"
"24","GTLM","John Edwards","16","1:43.554","31:01.911","Green","Track","24.604","48.443","30.507"
"4","GTLM","Tommy Milner","16","1:43.370","31:03.030","Green","Track","24.486","48.302","30.582"
"38","LMP3","Rasmus Lindh","16","1:44.230","31:07.688","Green","Track","24.353","48.822","31.055"
"74","LMP3","Gar Robinson","16","1:45.711","31:14.652","Green","Track","25.206","49.035","31.470"
"51","LMP2","Salih Yoluc","16","1:42.694","31:15.105","Green","Track","24.218","49.156","29.320"
"31","DPi","Felipe Nasr","17","1:36.479","31:20.807","Green","Track","23.161","45.663","27.655"
"5","DPi","Loic Duval","17","1:37.165","31:23.850","Green","Track","23.943","45.143","28.079"
"25","GTLM","Bruno Spengler","16","1:44.981","31:25.181","Green","Track","25.624","48.677","30.680"
"01","DPi","Renger van der Zande","17","1:37.210","31:25.641","Green","Track","23.106","45.209","28.895"
"10","DPi","Filipe Albuquerque","17","1:36.696","31:27.125","Green","Track","23.594","45.402","27.700"
"54","LMP3","Jonathan Bennett","16","1:47.484","31:27.362","Green","Track","25.870","50.176","31.438"
"60","DPi","Dane Cameron","17","1:37.278","31:27.747","Green","Track","24.393","44.947","27.938"
"12","GTD","Frankie Montecalvo","16","1:47.500","31:27.977","Green","Track","25.956","50.026","31.518"
"14","GTD","Aaron Telitz","16","1:47.240","31:28.971","Green","Track","25.297","50.294","31.649"
"55","DPi","Oliver Jarvis","17","1:38.586","31:30.769","Green","Track","23.799","45.723","29.064"
"111","GTD","Rolf Ineichen","16","1:47.686","31:31.928","Green","Track","25.435","50.326","31.925"
"21","GTD","Matteo Cressoni","16","1:46.516","31:31.890","Green","Track","25.275","49.751","31.490"
"96","GTD","Robby Foley","16","1:47.487","31:33.155","Green","Track","25.702","50.042","31.743"
"16","GTD","Jan Heylen","16","1:47.727","31:34.050","Green","Track","25.758","49.898","32.071"
"48","DPi","Jimmie Johnson","17","1:39.818","31:35.832","Green","Track","23.894","47.881","28.043"
"33","LMP3","Lance Willsey","16","1:47.356","31:37.134","Green","Track","26.050","50.051","31.255"
"57","GTD","Russell Ward","16","1:48.827","31:40.857","Green","Track","25.442","51.507","31.878"
