"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"51","LMP2","Austin Dillon","351","1:44.151","10:58:03.487","Green","Track","24.885","47.781","31.485"
"97","GTD","Ben Keating","337","1:50.036","10:58:05.761","Green","Track","25.824","50.295","33.917"
"96","GTD","Aidan Read","336","1:49.737","10:58:05.786","Green","Track","25.870","50.392","33.475"
"10","DPi","Filipe Albuquerque","365","1:36.387","10:58:09.142","Green","Track","23.274","45.204","27.909"
"42","GTD","JR Hildebrand","330","1:48.818","10:58:09.824","Green","Track","25.742","50.631","32.445"
"8","LMP2","John Farano","355","1:42.518","10:58:12.186","Green","Track","24.819","47.606","30.093"
"01","DPi","Kevin Magnussen","365","1:37.499","10:58:12.764","Green","Track","23.338","45.046","29.115"
"91","LMP3","Jeroen Bleekemolen","330","1:45.599","10:58:12.916","Green","Track","24.863","49.569","31.167"
"48","DPi","Simon Pagenaud","365","1:36.909","10:58:13.202","Green","Track","23.386","45.042","28.481"
"52","LMP2","Scott Huffaker","330","1:39.766","10:58:13.556","Green","Track","23.815","46.293","29.658"
"31","DPi","Pipo Derani","365","1:36.036","10:58:13.979","Green","Track","23.242","45.008","27.786"
"63","GTD","Bret Curtis","336","1:50.479","10:58:15.349","Green","Track","26.224","51.256","32.999"
"55","DPi","Harry Tincknell","362","1:38.068","10:58:23.724","Green","Track","24.482","45.580","28.006"
"60","DPi","Olivier Pla","365","1:39.429","10:58:25.058","Green","Track","25.046","45.790","28.593"
"4","GTLM","Nick Tandy","347","1:43.771","10:58:27.266","Green","Track","24.680","48.305","30.786"
"3","GTLM","Jordan Taylor","347","1:43.673","10:58:27.558","Green","Track","24.746","48.440","30.487"
"24","GTLM","Jesse Krohn","347","1:44.450","10:58:29.666","Green","Track","25.182","48.783","30.485"
"62","GTLM","Jules Gounon","347","1:43.845","10:58:30.130","Green","Track","25.035","48.153","30.657"
"14","GTD","Kyle Kirkwood","333","1:47.525","10:58:31.564","Green","Track","25.588","50.174","31.763"
"16","GTD","Patrick Long","337","1:47.484","10:58:35.342","Green","Track","25.553","49.898","32.033"
"1","GTD","Madison Snow","337","1:47.241","10:58:37.012","Green","Track","25.410","49.867","31.964"
"25","GTLM","Bruno Spengler","347","1:43.935","10:58:40.266","Green","Track","25.331","48.309","30.295"
"64","GTD","Hugh Plumb","331","1:48.274","10:58:40.915","Green","Track","25.815","50.212","32.247"
"54","LMP3","George Kurtz","324","1:48.315","10:58:44.397","Green","Track","27.096","49.492","31.727"
"74","LMP3","Scott Andrews","341","1:46.624","10:58:44.466","Green","Track","25.781","49.400","31.443"
"6","LMP3","Moritz Kranz","341","1:45.807","10:59:00.447","Green","Track","25.414","49.072","31.321"
"47","LMP2","Giorgio Sernagiotto","356","1:39.161","10:59:03.877","Green","Track","23.839","46.350","28.972"
"7","LMP3","Ryan Norman","292","1:46.016","10:59:06.851","Green","Track","24.838","49.511","31.667"
"5","DPi","Tristan Vautier","319","1:36.928","10:59:06.914","Green","Track","23.071","45.434","28.423"
"38","LMP3","Cameron Cassels","282","2:21.354","10:59:08.456","Green","Track","54.857","53.735","32.762"
"88","GTD","Earl Bamber","336","1:47.105","10:59:13.318","Green","Track","25.215","49.837","32.053"
"18","LMP2","Dwight Merriman","354","1:43.176","10:59:16.170","Green","Track","25.099","47.591","30.486"
"111","GTD","Steijn Schothorst","306","1:47.046","10:59:22.349","Green","Track","25.243","49.827","31.976"
"57","GTD","Maro Engel","338","1:46.593","10:59:23.263","Green","Track","25.276","49.633","31.684"
"82","LMP2","Christopher Mies","354","1:40.254","10:59:23.367","Green","Track","23.989","47.063","29.202"
"79","GTLM","Richard Lietz","336","1:43.354","10:59:26.725","Green","Track","24.647","48.134","30.573"
"75","GTD","Mikael Grenier","338","1:47.372","10:59:28.442","Green","Track","25.371","49.984","32.017"
"21","GTD","Simon Mann","338","1:47.566","10:59:31.004","Green","Track","25.756","50.029","31.781"
"11","LMP2","Steven Thomas","356","1:42.538","10:59:37.263","Green","Track","24.567","48.268","29.703"
"28","GTD","Maxi Buhk","334","1:47.623","10:59:37.392","Green","Track","25.530","50.014","32.079"
"44","GTD","Andy Lally","334","1:48.154","10:59:40.128","Green","Track","25.477","50.207","32.470"
"9","GTD","Lars Kern","338","1:47.516","10:59:40.689","Green","Track","25.549","50.056","31.911"
"33","LMP3","Wayne Boyd","338","1:45.274","10:59:43.504","Green","Track","24.742","49.190","31.342"
"23","GTD","Ian James","338","1:48.554","10:59:44.797","Green","Track","25.765","50.513","32.276"
"10","DPi","Filipe Albuquerque","366","1:36.338","10:59:45.480","Green","Track","23.385","44.822","28.131"
"51","LMP2","Austin Dillon","352","1:42.392","10:59:45.879","Green","Track","24.825","47.695","29.872"
"01","DPi","Kevin Magnussen","366","1:37.303","10:59:50.067","Green","Track","23.870","45.239","28.194"
"48","DPi","Simon Pagenaud","366","1:37.467","10:59:50.669","Green","Track","24.250","45.104","28.113"
"31","DPi","Pipo Derani","366","1:39.401","10:59:53.380","Green","Track","24.223","45.611","29.567"
"96","GTD","Aidan Read","337","1:49.128","10:59:54.914","Green","Track","26.463","50.640","32.025"
"52","LMP2","Scott Huffaker","331","1:41.865","10:59:55.421","Green","Track","25.435","46.810","29.620"
"97","GTD","Ben Keating","338","1:49.748","10:59:55.509","Green","Track","26.991","50.780","31.977"
"8","LMP2","John Farano","356","1:43.416","10:59:55.602","Green","Track","25.436","47.979","30.001"
"91","LMP3","Jeroen Bleekemolen","331","1:46.135","10:59:59.051","Green","Track","26.162","49.008","30.965"
"42","GTD","JR Hildebrand","331","1:49.295","10:59:59.119","Green","Track","25.662","50.925","32.708"
"55","DPi","Harry Tincknell","363","1:35.758","10:59:59.482","Green","Track","23.292","44.655","27.811"
"60","DPi","Olivier Pla","366","1:37.750","11:00:02.808","Green","Track","23.630","45.536","28.584"
